orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipperID,freight
10993,FOLKO,7,01/04/2015,29/04/2015,10/04/2015,3,8.81
10994,VAFFE,2,02/04/2015,16/04/2015,09/04/2015,3,65.53
10995,PERIC,1,02/04/2015,30/04/2015,06/04/2015,3,46.0
10996,QUICK,4,02/04/2015,30/04/2015,10/04/2015,2,1.12
10997,LILAS,8,03/04/2015,15/05/2015,13/04/2015,2,73.91
10998,WOLZA,8,03/04/2015,17/04/2015,17/04/2015,2,20.31
10999,OTTIK,6,03/04/2015,01/05/2015,10/04/2015,2,96.35
11000,RATTC,2,06/04/2015,04/05/2015,14/04/2015,3,55.12
11001,FOLKO,2,06/04/2015,04/05/2015,14/04/2015,2,197.3
11002,SAVEA,4,06/04/2015,04/05/2015,16/04/2015,1,141.16
11003,THECR,3,06/04/2015,04/05/2015,08/04/2015,3,14.91
11004,MAISD,3,07/04/2015,05/05/2015,20/04/2015,1,44.84
11005,WILMK,2,07/04/2015,05/05/2015,10/04/2015,1,0.75
11006,GREAL,3,07/04/2015,05/05/2015,15/04/2015,2,25.19
11007,PRINI,8,08/04/2015,06/05/2015,13/04/2015,2,202.24
11008,ERNSH,7,08/04/2015,06/05/2015,,3,79.46
11009,GODOS,2,08/04/2015,06/05/2015,10/04/2015,1,59.11
11010,REGGC,2,09/04/2015,07/05/2015,21/04/2015,2,28.71
11011,ALFKI,3,09/04/2015,07/05/2015,13/04/2015,1,1.21
11012,FRANK,1,09/04/2015,23/04/2015,17/04/2015,3,242.95
11013,ROMEY,2,09/04/2015,07/05/2015,10/04/2015,1,32.99
11014,LINOD,2,10/04/2015,08/05/2015,15/04/2015,3,23.6
11015,SANTG,2,10/04/2015,24/04/2015,20/04/2015,2,4.62
11016,AROUT,9,10/04/2015,08/05/2015,13/04/2015,2,33.8
11017,ERNSH,9,13/04/2015,11/05/2015,20/04/2015,2,754.26
11018,LONEP,4,13/04/2015,11/05/2015,16/04/2015,2,11.65
11019,RANCH,6,13/04/2015,11/05/2015,,3,3.17
11020,OTTIK,2,14/04/2015,12/05/2015,16/04/2015,2,43.3
11021,QUICK,3,14/04/2015,12/05/2015,21/04/2015,1,297.18
11022,HANAR,9,14/04/2015,12/05/2015,04/05/2015,2,6.27
11023,BSBEV,1,14/04/2015,28/04/2015,24/04/2015,2,123.83
11024,EASTC,4,15/04/2015,13/05/2015,20/04/2015,1,74.36
11025,WARTH,6,15/04/2015,13/05/2015,24/04/2015,3,29.17
11026,FRANS,4,15/04/2015,13/05/2015,28/04/2015,1,47.09
11027,BOTTM,1,16/04/2015,14/05/2015,20/04/2015,1,52.52
11028,KOENE,2,16/04/2015,14/05/2015,22/04/2015,1,29.59
11029,CHOPS,4,16/04/2015,14/05/2015,27/04/2015,1,47.84
11030,SAVEA,7,17/04/2015,15/05/2015,27/04/2015,2,830.75
11031,SAVEA,6,17/04/2015,15/05/2015,24/04/2015,2,227.22
11032,WHITC,2,17/04/2015,15/05/2015,23/04/2015,3,606.19
11033,RICSU,7,17/04/2015,15/05/2015,23/04/2015,3,84.74
11034,OLDWO,8,20/04/2015,01/06/2015,27/04/2015,1,40.32
11035,SUPRD,2,20/04/2015,18/05/2015,24/04/2015,2,0.17
11036,DRACD,8,20/04/2015,18/05/2015,22/04/2015,3,149.47
11037,GODOS,7,21/04/2015,19/05/2015,27/04/2015,1,3.2
11038,SUPRD,1,21/04/2015,19/05/2015,30/04/2015,2,29.59
11039,LINOD,1,21/04/2015,19/05/2015,,2,65.0
11040,GREAL,4,22/04/2015,20/05/2015,,3,18.84
11041,CHOPS,3,22/04/2015,20/05/2015,28/04/2015,2,48.22
11042,COMMI,2,22/04/2015,06/05/2015,01/05/2015,1,29.99
11043,SPECD,5,22/04/2015,20/05/2015,29/04/2015,2,8.8
11044,WOLZA,4,23/04/2015,21/05/2015,01/05/2015,1,8.72
11045,BOTTM,6,23/04/2015,21/05/2015,,2,70.58
11046,WANDK,8,23/04/2015,21/05/2015,24/04/2015,2,71.64
11047,EASTC,7,24/04/2015,22/05/2015,01/05/2015,3,46.62
11048,BOTTM,7,24/04/2015,22/05/2015,30/04/2015,3,24.12
11049,GOURL,3,24/04/2015,22/05/2015,04/05/2015,1,8.34
11050,FOLKO,8,27/04/2015,25/05/2015,05/05/2015,2,59.41
11051,LAMAI,7,27/04/2015,25/05/2015,,3,2.79
11052,HANAR,3,27/04/2015,25/05/2015,01/05/2015,1,67.26
11053,PICCO,2,27/04/2015,25/05/2015,29/04/2015,2,53.05
11054,CACTU,8,28/04/2015,26/05/2015,,1,0.33
11055,HILAA,7,28/04/2015,26/05/2015,05/05/2015,2,120.92
11056,EASTC,8,28/04/2015,12/05/2015,01/05/2015,2,278.96
11057,NORTS,3,29/04/2015,27/05/2015,01/05/2015,3,4.13
11058,BLAUS,9,29/04/2015,27/05/2015,,3,31.14
11059,RICAR,2,29/04/2015,10/06/2015,,2,85.8
11060,FRANS,2,30/04/2015,28/05/2015,04/05/2015,2,10.98
11061,GREAL,4,30/04/2015,11/06/2015,,3,14.01
11062,REGGC,4,30/04/2015,28/05/2015,,2,29.93
11063,HUNGO,3,30/04/2015,28/05/2015,06/05/2015,2,81.73
11064,SAVEA,1,01/05/2015,29/05/2015,04/05/2015,1,30.09
11065,LILAS,8,01/05/2015,29/05/2015,,1,12.91
11066,WHITC,7,01/05/2015,29/05/2015,04/05/2015,2,44.72
11067,DRACD,1,04/05/2015,18/05/2015,06/05/2015,2,7.98
11068,QUEEN,8,04/05/2015,01/06/2015,,2,81.75
11069,TORTU,1,04/05/2015,01/06/2015,06/05/2015,2,15.67
11070,LEHMS,2,05/05/2015,02/06/2015,,1,136.0
11071,LILAS,1,05/05/2015,02/06/2015,,1,0.93
11072,ERNSH,4,05/05/2015,02/06/2015,,2,258.64
11073,PERIC,2,05/05/2015,02/06/2015,,2,24.95
11074,SIMOB,7,06/05/2015,03/06/2015,,2,18.44
11075,RICSU,8,06/05/2015,03/06/2015,,2,6.19
11076,BONAP,4,06/05/2015,03/06/2015,,2,38.28
11077,RATTC,1,06/05/2015,03/06/2015,,2,8.53
11078,TOMSP,7,2016-05-10 00:00:00,2016-05-22 00:00:00,2016-05-18 00:00:00,3,45.46
11079,BLONP,1,2017-03-09 00:00:00,2017-03-25 00:00:00,2017-03-21 00:00:00,3,28.89
11080,GOURL,8,2017-02-19 00:00:00,2017-03-08 00:00:00,2017-02-28 00:00:00,1,18.25
11081,FURIB,8,2016-04-13 00:00:00,2016-05-11 00:00:00,2016-04-20 00:00:00,2,5.96
11082,RICSU,7,2016-02-20 00:00:00,2016-03-19 00:00:00,2016-02-23 00:00:00,2,53.65
11083,ERNSH,8,2017-11-01 00:00:00,2017-11-19 00:00:00,2017-11-15 00:00:00,2,13.02
11084,WARTH,6,2016-01-15 00:00:00,2016-01-26 00:00:00,2016-01-23 00:00:00,1,69.3
11085,THECR,2,2017-01-22 00:00:00,2017-01-30 00:00:00,,1,58.28
11086,FRANR,6,2017-09-13 00:00:00,2017-09-22 00:00:00,2017-09-24 00:00:00,1,49.23
11087,SANTG,7,2017-08-18 00:00:00,2017-09-01 00:00:00,2017-08-27 00:00:00,2,76.44
11088,RATTC,8,2018-08-24 00:00:00,2018-09-23 00:00:00,2018-08-31 00:00:00,1,72.78
11089,QUICK,3,2017-09-04 00:00:00,2017-09-24 00:00:00,2017-09-15 00:00:00,1,64.12
11090,RICSU,4,2017-10-05 00:00:00,2017-10-21 00:00:00,,3,35.63
11091,VAFFE,5,2015-10-20 00:00:00,2015-11-01 00:00:00,2015-10-25 00:00:00,2,62.26
11092,OTTIK,7,2015-11-14 00:00:00,2015-12-10 00:00:00,2015-11-24 00:00:00,2,6.95
11093,TRAIH,3,2017-12-04 00:00:00,2017-12-11 00:00:00,2017-12-05 00:00:00,1,78.97
11094,HILAA,9,2018-11-05 00:00:00,2018-11-20 00:00:00,,3,38.51
11095,SAVEA,8,2015-08-15 00:00:00,2015-08-27 00:00:00,,2,39.49
11096,PICCO,1,2015-09-10 00:00:00,2015-09-25 00:00:00,2015-09-19 00:00:00,3,32.2
11097,OTTIK,7,2017-05-26 00:00:00,2017-06-08 00:00:00,,1,28.68
11098,SEVES,6,2015-12-25 00:00:00,2016-01-24 00:00:00,,3,70.66
11099,SUPRD,1,2016-05-19 00:00:00,2016-06-08 00:00:00,2016-05-24 00:00:00,2,32.73
11100,TRADH,8,2016-02-22 00:00:00,2016-03-19 00:00:00,2016-02-28 00:00:00,1,53.48
11101,THEBI,7,2016-11-27 00:00:00,2016-12-19 00:00:00,,2,76.63
11102,MORGK,5,2015-12-31 00:00:00,2016-01-30 00:00:00,,2,19.69
11103,RATTC,1,2015-06-30 00:00:00,2015-07-11 00:00:00,2015-07-15 00:00:00,1,9.55
11104,WARTH,9,2018-04-17 00:00:00,2018-05-13 00:00:00,2018-05-02 00:00:00,2,25.87
11105,ANATR,2,2017-05-31 00:00:00,2017-06-15 00:00:00,,1,60.7
11106,CENTC,8,2016-01-28 00:00:00,2016-02-12 00:00:00,2016-01-30 00:00:00,3,20.57
11107,FOLIG,9,2016-06-21 00:00:00,2016-07-07 00:00:00,2016-06-24 00:00:00,1,28.85
11108,MEREP,5,2018-08-17 00:00:00,2018-09-01 00:00:00,2018-08-18 00:00:00,3,31.84
11109,MAISD,2,2017-04-12 00:00:00,2017-04-20 00:00:00,2017-04-16 00:00:00,1,55.98
11110,RATTC,3,2016-12-22 00:00:00,2017-01-09 00:00:00,2017-01-02 00:00:00,1,24.99
11111,DUMON,1,2018-11-10 00:00:00,2018-11-22 00:00:00,,1,27.14
11112,HUNGC,7,2016-02-14 00:00:00,2016-03-05 00:00:00,,3,11.59
11113,MORGK,3,2016-11-16 00:00:00,2016-11-23 00:00:00,2016-11-19 00:00:00,2,78.5
11114,GODOS,3,2015-07-17 00:00:00,2015-07-30 00:00:00,2015-07-31 00:00:00,3,7.61
11115,FRANR,3,2015-09-26 00:00:00,2015-10-13 00:00:00,,1,58.22
11116,LAUGB,1,2018-07-14 00:00:00,2018-08-07 00:00:00,2018-07-24 00:00:00,2,21.58
11117,WILMK,4,2016-04-12 00:00:00,2016-04-20 00:00:00,2016-04-25 00:00:00,1,34.62
11118,HILAA,6,2018-01-03 00:00:00,2018-01-16 00:00:00,,2,32.4
11119,WARTH,6,2018-05-31 00:00:00,2018-06-26 00:00:00,2018-06-10 00:00:00,2,62.93
11120,GROSR,5,2017-06-03 00:00:00,2017-06-21 00:00:00,2017-06-18 00:00:00,1,55.58
11121,BLONP,8,2018-01-27 00:00:00,2018-02-25 00:00:00,2018-02-04 00:00:00,1,72.07
11122,ERNSH,7,2018-01-05 00:00:00,2018-01-30 00:00:00,2018-01-19 00:00:00,2,50.5
11123,RICAR,8,2016-02-21 00:00:00,2016-03-14 00:00:00,2016-03-02 00:00:00,1,75.87
11124,VICTE,7,2016-08-07 00:00:00,2016-08-23 00:00:00,,2,11.73
11125,LEHMS,5,2015-09-08 00:00:00,2015-09-20 00:00:00,,1,26.8
11126,LAZYK,1,2018-04-28 00:00:00,2018-05-21 00:00:00,2018-05-05 00:00:00,3,24.69
11127,SPLIR,4,2017-09-05 00:00:00,2017-09-26 00:00:00,,2,72.78
11128,COMMI,6,2016-11-23 00:00:00,2016-12-20 00:00:00,2016-11-30 00:00:00,2,71.61
11129,BOLID,1,2016-09-17 00:00:00,2016-09-27 00:00:00,2016-09-25 00:00:00,3,9.14
11130,BSBEV,8,2016-08-11 00:00:00,2016-09-10 00:00:00,2016-08-14 00:00:00,3,38.03
11131,GALED,5,2015-08-29 00:00:00,2015-09-28 00:00:00,2015-08-31 00:00:00,2,54.69
11132,OTTIK,2,2018-12-14 00:00:00,2019-01-12 00:00:00,2018-12-20 00:00:00,2,24.26
11133,ERNSH,6,2018-12-26 00:00:00,2019-01-14 00:00:00,2018-12-28 00:00:00,2,7.74
11134,SPLIR,6,2016-09-16 00:00:00,2016-09-28 00:00:00,2016-09-23 00:00:00,1,78.45
11135,ANATR,6,2016-05-15 00:00:00,2016-06-11 00:00:00,,3,9.97
11136,WHITC,2,2017-11-14 00:00:00,2017-11-30 00:00:00,2017-11-24 00:00:00,1,27.75
11137,MEREP,4,2018-05-15 00:00:00,2018-06-03 00:00:00,,3,16.52
11138,ANTON,8,2018-12-21 00:00:00,2018-12-31 00:00:00,2018-12-26 00:00:00,3,25.7
11139,VICTE,4,2017-03-19 00:00:00,2017-04-10 00:00:00,2017-03-28 00:00:00,1,75.52
11140,WOLZA,5,2017-09-12 00:00:00,2017-10-10 00:00:00,2017-09-23 00:00:00,3,64.87
11141,TOMSP,7,2016-12-12 00:00:00,2016-12-25 00:00:00,2016-12-25 00:00:00,3,23.78
11142,LAUGB,6,2018-09-17 00:00:00,2018-09-30 00:00:00,2018-09-26 00:00:00,1,19.49
11143,BONAP,4,2017-08-18 00:00:00,2017-09-07 00:00:00,2017-08-27 00:00:00,2,6.32
11144,SEVES,6,2016-06-17 00:00:00,2016-07-12 00:00:00,,2,30.12
11145,FOLIG,2,2016-08-01 00:00:00,2016-08-26 00:00:00,2016-08-05 00:00:00,1,12.86
11146,SPECD,7,2015-09-07 00:00:00,2015-10-02 00:00:00,2015-09-09 00:00:00,2,71.67
11147,FRANS,7,2016-12-30 00:00:00,2017-01-16 00:00:00,2017-01-02 00:00:00,1,5.12
11148,FRANS,8,2017-06-22 00:00:00,2017-07-19 00:00:00,2017-07-04 00:00:00,3,45.77
11149,PRINI,9,2018-07-13 00:00:00,2018-08-10 00:00:00,2018-07-22 00:00:00,1,46.52
11150,SANTG,1,2018-05-22 00:00:00,2018-06-14 00:00:00,2018-05-29 00:00:00,3,16.23
11151,EASTC,2,2017-04-07 00:00:00,2017-04-28 00:00:00,2017-04-16 00:00:00,2,32.24
11152,RANCH,3,2015-12-30 00:00:00,2016-01-22 00:00:00,2016-01-03 00:00:00,2,7.02
11153,CONSH,3,2017-10-20 00:00:00,2017-11-14 00:00:00,2017-10-28 00:00:00,3,32.81
11154,PRINI,6,2017-01-08 00:00:00,2017-01-28 00:00:00,2017-01-22 00:00:00,1,7.4
11155,ANTON,5,2017-10-23 00:00:00,2017-11-22 00:00:00,2017-11-07 00:00:00,1,43.7
11156,WARTH,8,2017-09-18 00:00:00,2017-10-17 00:00:00,,1,9.64
11157,BLONP,3,2015-11-10 00:00:00,2015-11-20 00:00:00,2015-11-18 00:00:00,3,19.58
11158,FAMIA,5,2017-12-30 00:00:00,2018-01-15 00:00:00,2018-01-12 00:00:00,1,69.7
11159,ALFKI,4,2016-06-10 00:00:00,2016-06-25 00:00:00,2016-06-16 00:00:00,2,75.0
11160,AROUT,4,2017-02-27 00:00:00,2017-03-28 00:00:00,2017-03-14 00:00:00,1,5.66
11161,LINOD,9,2016-04-13 00:00:00,2016-04-25 00:00:00,2016-04-25 00:00:00,1,32.0
11162,EASTC,4,2017-06-28 00:00:00,2017-07-11 00:00:00,2017-07-12 00:00:00,1,64.04
11163,LILAS,4,2018-04-11 00:00:00,2018-05-04 00:00:00,2018-04-22 00:00:00,2,38.0
11164,SPECD,6,2017-11-08 00:00:00,2017-11-26 00:00:00,2017-11-19 00:00:00,3,78.48
11165,THEBI,6,2016-01-31 00:00:00,2016-02-12 00:00:00,,2,8.27
11166,BOLID,4,2016-08-21 00:00:00,2016-09-10 00:00:00,2016-09-05 00:00:00,3,17.97
11167,WANDK,3,2017-03-28 00:00:00,2017-04-26 00:00:00,2017-04-02 00:00:00,1,28.15
11168,SPECD,9,2016-12-03 00:00:00,2016-12-21 00:00:00,2016-12-11 00:00:00,3,19.07
11169,SUPRD,6,2015-10-28 00:00:00,2015-11-11 00:00:00,,1,69.24
11170,NORTS,6,2017-06-07 00:00:00,2017-07-03 00:00:00,2017-06-19 00:00:00,2,65.36
11171,FRANR,8,2016-05-08 00:00:00,2016-05-31 00:00:00,2016-05-19 00:00:00,2,56.16
11172,LINOD,4,2015-08-27 00:00:00,2015-09-14 00:00:00,2015-09-03 00:00:00,3,15.42
11173,WARTH,3,2016-06-17 00:00:00,2016-06-24 00:00:00,,2,24.43
11174,WANDK,2,2015-12-26 00:00:00,2016-01-06 00:00:00,2016-01-07 00:00:00,2,31.36
11175,BOTTM,9,2017-11-18 00:00:00,2017-12-16 00:00:00,2017-12-01 00:00:00,2,18.2
11176,QUEDE,4,2015-07-16 00:00:00,2015-08-12 00:00:00,2015-07-25 00:00:00,2,65.78
11177,MORGK,6,2018-04-28 00:00:00,2018-05-14 00:00:00,,2,50.44
11178,LILAS,1,2017-06-27 00:00:00,2017-07-14 00:00:00,2017-06-30 00:00:00,3,45.33
11179,GODOS,1,2017-12-22 00:00:00,2017-12-30 00:00:00,2018-01-02 00:00:00,3,7.8
11180,CHOPS,1,2017-07-20 00:00:00,2017-08-03 00:00:00,2017-07-31 00:00:00,2,30.02
11181,BONAP,4,2017-12-14 00:00:00,2017-12-23 00:00:00,2017-12-25 00:00:00,1,39.61
11182,OCEAN,8,2018-02-11 00:00:00,2018-03-02 00:00:00,,1,23.82
11183,MAISD,5,2015-12-05 00:00:00,2015-12-13 00:00:00,2015-12-15 00:00:00,3,67.37
11184,LAZYK,8,2017-08-04 00:00:00,2017-08-11 00:00:00,2017-08-15 00:00:00,2,16.6
11185,VAFFE,6,2018-10-16 00:00:00,2018-11-05 00:00:00,2018-10-25 00:00:00,3,48.76
11186,SEVES,2,2018-10-24 00:00:00,2018-11-15 00:00:00,2018-10-29 00:00:00,1,35.37
11187,CONSH,3,2018-01-23 00:00:00,2018-02-19 00:00:00,2018-01-25 00:00:00,2,7.72
11188,THECR,5,2018-12-28 00:00:00,2019-01-10 00:00:00,,1,18.15
11189,TOMSP,2,2015-07-12 00:00:00,2015-08-06 00:00:00,2015-07-27 00:00:00,2,12.57
11190,TRAIH,7,2016-11-06 00:00:00,2016-12-05 00:00:00,2016-11-19 00:00:00,3,72.87
11191,SIMOB,2,2018-04-30 00:00:00,2018-05-14 00:00:00,,2,29.4
11192,TRAIH,7,2016-04-04 00:00:00,2016-04-24 00:00:00,2016-04-05 00:00:00,1,40.74
11193,NORTS,9,2018-08-04 00:00:00,2018-08-27 00:00:00,,1,11.19
11194,RICAR,4,2016-03-03 00:00:00,2016-03-19 00:00:00,2016-03-13 00:00:00,1,59.96
11195,LAUGB,8,2015-11-18 00:00:00,2015-12-02 00:00:00,2015-11-26 00:00:00,3,8.85
11196,HILAA,4,2015-06-11 00:00:00,2015-07-03 00:00:00,2015-06-13 00:00:00,2,45.59
11197,SPECD,2,2016-09-12 00:00:00,2016-09-26 00:00:00,2016-09-15 00:00:00,3,21.21
11198,HUNGC,2,2016-01-09 00:00:00,2016-01-21 00:00:00,2016-01-12 00:00:00,3,71.63
11199,PICCO,9,2016-09-04 00:00:00,2016-10-02 00:00:00,2016-09-15 00:00:00,1,37.87
11200,BLONP,5,2017-03-12 00:00:00,2017-04-11 00:00:00,2017-03-19 00:00:00,1,56.32
11201,WANDK,2,2017-04-18 00:00:00,2017-05-02 00:00:00,2017-04-27 00:00:00,1,43.17
11202,BLAUS,7,2015-06-23 00:00:00,2015-07-02 00:00:00,2015-07-01 00:00:00,1,74.85
11203,LONEP,6,2017-09-06 00:00:00,2017-09-14 00:00:00,2017-09-18 00:00:00,3,20.45
11204,FURIB,6,2016-12-03 00:00:00,2016-12-12 00:00:00,2016-12-12 00:00:00,3,48.58
11205,HANAR,3,2015-10-27 00:00:00,2015-11-06 00:00:00,2015-11-01 00:00:00,3,68.51
11206,LAUGB,8,2018-04-03 00:00:00,2018-04-10 00:00:00,2018-04-17 00:00:00,3,71.81
11207,WANDK,7,2016-02-18 00:00:00,2016-03-13 00:00:00,,2,36.49
11208,WANDK,8,2018-07-03 00:00:00,2018-08-02 00:00:00,2018-07-04 00:00:00,1,46.25
11209,TRAIH,4,2015-07-28 00:00:00,2015-08-11 00:00:00,,2,64.28
11210,WHITC,3,2018-01-13 00:00:00,2018-01-31 00:00:00,2018-01-23 00:00:00,3,44.11
11211,TRADH,7,2016-06-08 00:00:00,2016-06-20 00:00:00,2016-06-22 00:00:00,2,29.38
11212,HUNGO,3,2018-10-06 00:00:00,2018-10-26 00:00:00,2018-10-08 00:00:00,2,14.08
11213,QUICK,9,2017-09-14 00:00:00,2017-10-14 00:00:00,2017-09-27 00:00:00,1,66.43
11214,SPLIR,2,2016-08-06 00:00:00,2016-09-04 00:00:00,2016-08-20 00:00:00,3,68.15
11215,ALFKI,3,2015-07-18 00:00:00,2015-08-17 00:00:00,2015-07-25 00:00:00,2,28.72
11216,ERNSH,4,2016-01-17 00:00:00,2016-02-04 00:00:00,2016-01-24 00:00:00,2,65.93
11217,WELLI,7,2015-09-29 00:00:00,2015-10-18 00:00:00,2015-10-06 00:00:00,3,74.61
11218,RANCH,4,2016-12-19 00:00:00,2017-01-02 00:00:00,2016-12-29 00:00:00,1,58.97
11219,BOTTM,4,2018-11-09 00:00:00,2018-12-05 00:00:00,2018-11-12 00:00:00,3,59.66
11220,SEVES,3,2017-04-26 00:00:00,2017-05-17 00:00:00,,1,20.73
11221,OLDWO,4,2017-07-16 00:00:00,2017-08-03 00:00:00,2017-07-31 00:00:00,3,62.6
11222,QUEEN,9,2018-06-19 00:00:00,2018-07-02 00:00:00,,1,10.38
11223,BLAUS,3,2018-05-05 00:00:00,2018-05-28 00:00:00,2018-05-18 00:00:00,1,26.74
11224,RICSU,2,2017-01-23 00:00:00,2017-02-01 00:00:00,2017-02-04 00:00:00,1,60.5
11225,DUMON,6,2016-01-09 00:00:00,2016-01-29 00:00:00,2016-01-12 00:00:00,3,58.49
11226,GOURL,4,2018-10-31 00:00:00,2018-11-28 00:00:00,,2,26.87
11227,BERGS,4,2018-12-16 00:00:00,2019-01-06 00:00:00,2018-12-19 00:00:00,3,6.99
11228,FRANS,2,2018-11-30 00:00:00,2018-12-28 00:00:00,,3,11.14
11229,TRAIH,2,2018-12-10 00:00:00,2018-12-29 00:00:00,2018-12-16 00:00:00,3,59.55
11230,LETSS,6,2015-06-22 00:00:00,2015-07-02 00:00:00,2015-06-26 00:00:00,1,21.23
11231,WHITC,8,2015-11-03 00:00:00,2015-11-23 00:00:00,2015-11-10 00:00:00,1,19.43
11232,HUNGO,9,2018-12-11 00:00:00,2018-12-25 00:00:00,2018-12-22 00:00:00,3,29.85
11233,WARTH,7,2018-04-18 00:00:00,2018-04-30 00:00:00,2018-04-21 00:00:00,2,78.77
11234,QUICK,5,2018-11-30 00:00:00,2018-12-12 00:00:00,2018-12-08 00:00:00,2,18.99
11235,HUNGO,1,2018-12-17 00:00:00,2018-12-31 00:00:00,2018-12-21 00:00:00,3,77.3
11236,HUNGO,9,2017-01-28 00:00:00,2017-02-19 00:00:00,2017-02-03 00:00:00,3,14.63
11237,FRANR,8,2017-03-03 00:00:00,2017-04-01 00:00:00,2017-03-16 00:00:00,3,13.04
11238,GROSR,7,2017-12-13 00:00:00,2017-12-28 00:00:00,,1,7.14
11239,GODOS,1,2016-04-15 00:00:00,2016-05-10 00:00:00,2016-04-26 00:00:00,1,8.97
11240,CONSH,6,2017-06-14 00:00:00,2017-07-09 00:00:00,,2,33.46
11241,SANTG,8,2016-01-04 00:00:00,2016-01-18 00:00:00,2016-01-09 00:00:00,3,17.72
11242,LEHMS,5,2016-04-10 00:00:00,2016-05-04 00:00:00,2016-04-13 00:00:00,2,78.08
11243,BLONP,2,2016-11-07 00:00:00,2016-11-22 00:00:00,2016-11-10 00:00:00,1,56.53
11244,SPECD,2,2017-05-26 00:00:00,2017-06-08 00:00:00,2017-06-02 00:00:00,3,63.95
11245,WHITC,5,2015-09-22 00:00:00,2015-10-11 00:00:00,2015-10-05 00:00:00,3,42.61
11246,EASTC,2,2015-10-07 00:00:00,2015-10-19 00:00:00,2015-10-17 00:00:00,3,18.52
11247,WILMK,7,2017-05-20 00:00:00,2017-06-01 00:00:00,2017-05-28 00:00:00,2,65.52
11248,SPECD,1,2016-04-25 00:00:00,2016-05-20 00:00:00,2016-05-04 00:00:00,1,38.4
11249,LETSS,7,2017-04-26 00:00:00,2017-05-03 00:00:00,,3,20.18
11250,WHITC,1,2015-09-04 00:00:00,2015-10-04 00:00:00,2015-09-11 00:00:00,3,53.68
11251,HILAA,8,2018-01-04 00:00:00,2018-01-16 00:00:00,2018-01-10 00:00:00,1,28.37
11252,WOLZA,7,2017-02-28 00:00:00,2017-03-21 00:00:00,2017-03-03 00:00:00,2,39.87
11253,SANTG,8,2015-10-03 00:00:00,2015-10-15 00:00:00,,3,20.75
11254,GROSR,4,2015-07-09 00:00:00,2015-07-21 00:00:00,2015-07-22 00:00:00,2,44.08
11255,FRANS,8,2016-09-12 00:00:00,2016-10-01 00:00:00,2016-09-18 00:00:00,3,28.9
11256,ANATR,2,2018-12-17 00:00:00,2019-01-11 00:00:00,2018-12-22 00:00:00,1,70.65
11257,RICSU,5,2018-04-28 00:00:00,2018-05-23 00:00:00,2018-05-11 00:00:00,1,52.58
11258,DUMON,4,2015-11-15 00:00:00,2015-12-09 00:00:00,2015-11-20 00:00:00,2,72.28
11259,SPECD,7,2015-12-23 00:00:00,2016-01-03 00:00:00,2015-12-27 00:00:00,3,5.21
11260,DUMON,5,2018-05-21 00:00:00,2018-06-12 00:00:00,2018-06-03 00:00:00,2,53.37
11261,HANAR,9,2017-08-07 00:00:00,2017-09-06 00:00:00,2017-08-17 00:00:00,2,36.46
11262,BONAP,9,2016-03-26 00:00:00,2016-04-16 00:00:00,,2,41.03
11263,QUEEN,5,2018-12-08 00:00:00,2019-01-03 00:00:00,2018-12-18 00:00:00,1,17.77
11264,PERIC,5,2016-12-27 00:00:00,2017-01-18 00:00:00,,3,23.31
11265,KOENE,5,2017-06-12 00:00:00,2017-06-22 00:00:00,2017-06-16 00:00:00,3,49.99
11266,NORTS,5,2015-09-10 00:00:00,2015-09-25 00:00:00,2015-09-15 00:00:00,1,18.12
11267,AROUT,6,2018-01-06 00:00:00,2018-01-19 00:00:00,2018-01-16 00:00:00,1,24.71
11268,LACOR,3,2016-12-24 00:00:00,2017-01-22 00:00:00,2016-12-25 00:00:00,2,58.79
11269,SANTG,4,2015-10-15 00:00:00,2015-11-04 00:00:00,2015-10-27 00:00:00,3,43.07
11270,WARTH,1,2017-09-11 00:00:00,2017-09-19 00:00:00,2017-09-24 00:00:00,2,72.32
11271,LAUGB,5,2016-10-06 00:00:00,2016-10-29 00:00:00,2016-10-09 00:00:00,2,54.81
11272,PICCO,8,2016-11-26 00:00:00,2016-12-03 00:00:00,2016-12-09 00:00:00,3,32.13
11273,MEREP,3,2016-09-16 00:00:00,2016-10-10 00:00:00,2016-09-28 00:00:00,3,69.22
11274,BONAP,4,2017-06-04 00:00:00,2017-06-28 00:00:00,2017-06-07 00:00:00,2,57.77
11275,TORTU,5,2018-07-12 00:00:00,2018-08-06 00:00:00,2018-07-26 00:00:00,1,53.67
11276,ANTON,4,2018-03-25 00:00:00,2018-04-09 00:00:00,,2,44.32
11277,BONAP,6,2015-07-14 00:00:00,2015-08-13 00:00:00,2015-07-23 00:00:00,1,49.83
11278,FRANK,5,2016-01-20 00:00:00,2016-02-15 00:00:00,2016-01-31 00:00:00,3,50.03
11279,ALFKI,4,2017-05-02 00:00:00,2017-05-19 00:00:00,2017-05-12 00:00:00,2,20.24
11280,ALFKI,1,2016-08-11 00:00:00,2016-08-18 00:00:00,2016-08-16 00:00:00,3,53.45
11281,CENTC,9,2017-12-29 00:00:00,2018-01-26 00:00:00,2018-01-10 00:00:00,1,43.36
11282,CHOPS,2,2015-12-14 00:00:00,2016-01-08 00:00:00,2015-12-25 00:00:00,3,10.63
11283,LEHMS,7,2017-09-06 00:00:00,2017-09-27 00:00:00,2017-09-16 00:00:00,1,37.11
